city,state,population,land_area_sq_mi,city_state,lat,lon,metro_population,msa_name,median_household_income,median_home_price,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Knoxville,TN,198722,98.7,"Knoxville, TN",35.960395,-83.921026,957608.0,"Knoxville, TN MSA",48309.0,184200.0,60.1,15.6,69.3,50.8,86.2,34.2,7.07,31.9,10.9,Knoxville,3.1,Zoo Knoxville,5.2,Ancient Lore Village at Boyd Hollow,34.1,Great Smoky Mountains NP,57.5,Nantahala NF NC,none,316.6,906.0,7.0,45.0,61.6,Cumberland Falls SP KY,52.0,True,True,True,4,100.0,0,0,0,0,0,0,0.0,hills
Birmingham,AL,196357,147.0,"Birmingham, AL",33.520682,-86.802433,1192583.0,"Birmingham, AL MSA",42464.0,123000.0,64.2,17.9,73.2,55.2,88.2,39.5,8.57,39.8,4.1,Birmingham,2.7,Birmingham Zoo,14.9,Alabama Adventure & Splash Adventure,237.6,Great Smoky Mountains NP,48.8,Talladega NF AL,none,233.6,614.0,2.0,19.0,96.5,DeSoto SP AL,48.7,False,True,True,2,50.0,0,0,0,0,0,0,0.0,hills
Montgomery,AL,195818,159.9,"Montgomery, AL",32.377711,-86.309078,387885.0,"Montgomery, AL MSA",54166.0,141900.0,67.1,19.5,76.4,57.8,90.8,42.7,9.63,45.4,85.7,Birmingham,3.5,Montgomery Zoo,64.0,Majestic Caverns,275.4,Great Smoky Mountains NP,66.1,Talladega NF AL,none,168.3,210.0,1.0,8.5,151.9,DeSoto SP AL,48.1,False,True,True,2,50.0,0,0,0,0,0,0,0.0,lowlands
Providence,RI,194706,18.4,"Providence, RI",41.823989,-71.412834,1700901.0,,61365.0,293000.0,52.2,11.2,60.4,44.0,80.6,25.0,12.25,59.2,7.0,Providence Green,2.3,Roger Williams Park Zoo,8.0,Scary Acres,70.9,Cape Cod NS,392.5,Allegheny NF PA,ocean,39.1,33.0,2.0,28.0,93.2,Mohawk Trail SP MA,55.6,True,True,True,4,100.0,1,1,1,1,1,5,50.0,coastal
Huntington Beach,CA,193151,27.0,"Huntington Beach, CA",33.678334,-118.000016,,,114747.0,976800.0,63.6,17.6,71.4,55.9,76.8,48.2,6.79,30.5,7.6,John Wayne Orange County,2.8,The Reptile Zoo,3.2,Boomers! (Closed),104.8,Channel Islands NP,42.8,Angeles NF CA,ocean,17.3,69.0,5.0,48.5,67.2,Torrey Pines SP CA,28.6,False,False,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Brownsville,TX,191967,131.5,"Brownsville, TX",25.902429,-97.49817,431874.0,,46735.0,112600.0,75.8,24.3,82.6,69.1,91.6,57.5,6.86,30.8,49.7,McAllen,0.7,Gladys Porter Zoo,12.2,Bobz World,78.0,Padre Island NS,352.1,Sam Houston NF TX,ocean,23.0,49.0,1.0,20.5,288.1,Garner SP TX,34.1,False,True,False,1,25.0,0,0,0,0,0,0,0.0,coastal
Chattanooga,TN,191496,142.4,"Chattanooga, TN",35.045722,-85.309488,588050.0,"Chattanooga, TN-GA MSA",57703.0,230500.0,61.4,16.3,70.4,52.4,86.5,36.0,7.27,33.0,91.2,Knoxville,1.5,Chattanooga Zoo,6.0,Lake Winnepesaukah,110.0,Great Smoky Mountains NP,87.4,Chattahoochee NF GA,none,347.1,686.0,4.0,28.0,20.1,Cloudland Canyon SP GA,50.5,False,True,True,2,50.0,0,0,0,0,0,0,0.0,hills
Fort Lauderdale,FL,190641,34.6,"Fort Lauderdale, FL",26.122308,-80.143379,6457988.0,,75376.0,417600.0,76.4,24.7,81.7,71.0,86.6,64.3,12.71,61.6,3.5,Fort Lauderdale,13.8,Sawgrass Nature Center,4.8,Xtreme Action Park,47.5,Biscayne NP,241.2,Ocala NF FL,ocean,22.4,13.0,4.0,42.0,60.5,Jonathan Dickinson SP FL,22.3,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Tempe,AZ,190114,39.9,"Tempe, AZ",33.425512,-111.940016,,,72022.0,382100.0,74.3,23.5,86.5,62.1,104.5,43.8,10.1,47.9,4.0,Phoenix Sky Harbor,28.6,Children's Petting Zoo,3.1,LEGOLAND Discovery Center Arizona,95.4,Saguaro NP,60.0,Tonto NF AZ,none,309.3,1181.0,3.0,22.5,256.9,Valley of Fire SP NV,60.7,False,True,True,2,50.0,0,1,1,0,0,2,20.0,desert
Akron,OH,189664,61.9,"Akron, OH",41.083064,-81.518485,702209.0,"Akron, OH MSA",46596.0,99700.0,51.8,11.0,60.1,43.5,80.2,23.4,7.46,34.0,28.5,Cleveland Hopkins,1.2,Unknown,10.9,Green Family Funzone,13.9,Cuyahoga Valley NP,123.0,Wayne NF OH,great_lakes,45.7,958.0,2.0,38.0,70.1,McConnells Mill SP PA,56.8,True,True,True,4,100.0,1,1,1,0,0,3,30.0,great_lakes
Glendale,CA,187823,30.5,"Glendale, CA",34.146942,-118.247847,,,81219.0,992000.0,66.2,19.0,77.5,54.9,87.4,46.8,12.22,59.1,7.3,Burbank Hollywood,2.4,Los Angeles Zoo,6.2,Universal Studios Hollywood,88.3,Channel Islands NP,17.7,Angeles NF CA,ocean,17.7,587.0,4.0,51.0,92.0,Mount San Jacinto SP CA,40.6,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Clarksville,TN,185690,99.4,"Clarksville, TN",36.527761,-87.35887,345955.0,"Clarksville, TN-KY MSA",62688.0,213200.0,60.4,15.8,69.5,51.2,87.6,33.2,5.82,25.4,47.0,Nashville,42.0,Unknown,58.7,Patti's 1880's Settlement,83.2,Mammoth Cave NP,104.1,Shawnee NF IL,none,356.9,505.0,2.0,18.0,83.7,Mammoth Cave Area KY,54.4,True,True,True,4,100.0,1,0,0,1,1,3,30.0,hills
Ontario,CA,185285,50.0,"Ontario, CA",34.065846,-117.64843,4744214.0,,78070.0,513000.0,66.6,19.2,78.3,54.9,91.0,45.5,10.78,51.5,2.8,Ontario California,19.5,Orange County Zoo,2.3,Bullwinkle's,101.2,Joshua Tree NP,25.8,Angeles NF CA,ocean,45.2,1024.0,6.0,45.0,57.5,Mount San Jacinto SP CA,45.5,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Newport News,VA,183056,69.0,"Newport News, VA",36.977502,-76.42977,1794278.0,,63355.0,233400.0,61.5,16.4,68.5,54.5,85.2,37.1,10.13,48.1,23.8,Norfolk,7.1,Peninsula SPCA Petting Zoo,21.2,Busch Gardens Williamsburg,101.1,Assateague Island NS,189.0,George Washington NF VA,ocean,9.0,39.0,0.0,23.0,102.7,Assateague SP MD,48.1,False,True,True,2,50.0,0,0,0,0,0,0,0.0,coastal
Elk Grove,CA,182797,42.0,"Elk Grove, CA",38.408799,-121.371618,,,115864.0,560500.0,62.6,17.0,74.9,50.4,91.8,40.3,12.22,59.1,23.1,Sacramento,22.0,Folsom City Zoo Sanctuary,11.3,Funderland,85.7,Point Reyes NS,68.9,Eldorado NF CA,none,70.0,52.0,4.0,39.0,92.7,Lake Tahoe NV SP,51.5,False,True,True,2,50.0,0,0,1,0,0,1,10.0,valley
Cary,NC,182659,59.2,"Cary, NC",35.788289,-78.781208,1562009.0,,125317.0,477400.0,61.9,16.6,70.6,53.2,87.1,36.7,9.37,44.1,6.2,Raleigh-Durham,17.5,Duke Lemur Center,6.6,Pullen Park Amusement Center,69.9,Blue Ridge Parkway,136.5,Jefferson NF VA,none,122.8,499.0,2.0,17.0,98.1,Cheraw SP SC,50.4,False,True,True,2,50.0,0,0,0,1,0,1,10.0,plains
Aurora,IL,180710,45.0,"Aurora, IL",41.75717,-88.314754,,,85943.0,241600.0,50.7,10.4,59.1,42.3,81.2,19.8,12.03,58.1,25.8,O'Hare Chicago,1.8,Phillips Park Zoo,3.8,Blackberry Farm,65.7,Indiana Dunes NP,210.7,Huron Manistee NF MI,great_lakes,40.5,617.0,3.0,29.5,47.5,Starved Rock SP IL,61.4,True,True,True,4,100.0,1,2,1,1,1,6,60.0,great_lakes
Salem,OR,180406,48.8,"Salem, OR",44.939157,-123.033121,443416.0,"Salem, OR MSA",67540.0,349500.0,54.3,12.4,63.6,44.9,81.9,35.4,7.98,36.7,49.8,Portland,30.5,Portland Goat Parties,7.6,Enchanted Forest,145.2,Crater Lake NP,65.2,Mt Hood NF OR,none,57.5,157.0,4.0,30.0,72.8,Columbia River Gorge OR,46.5,False,True,True,2,50.0,0,0,1,0,1,2,20.0,valley
Pembroke Pines,FL,179326,32.7,"Pembroke Pines, FL",26.006194,-80.287209,,,77657.0,379900.0,76.3,24.6,82.8,69.9,87.6,62.8,10.47,49.8,9.5,Fort Lauderdale,8.5,Unknown,15.2,Xtreme Action Park,37.1,Biscayne NP,245.0,Ocala NF FL,ocean,18.4,7.0,4.0,48.0,69.4,Jonathan Dickinson SP FL,24.8,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Eugene,OR,178786,44.2,"Eugene, OR",44.050505,-123.095051,382396.0,,61481.0,406000.0,53.7,12.1,63.6,43.8,81.1,34.7,11.09,53.1,109.1,Portland,65.0,Children's Zoo,50.8,Sandland Adventures,91.0,Crater Lake NP,54.7,Willamette NF OR,none,62.6,427.0,4.0,29.0,93.9,Crater Lake OR area,46.4,True,True,True,4,100.0,0,0,1,0,1,2,20.0,valley
Santa Rosa,CA,177524,42.5,"Santa Rosa, CA",38.440492,-122.714105,485375.0,,92604.0,661700.0,61.1,16.2,72.8,49.4,85.5,42.3,10.86,51.9,59.4,San Francisco,8.1,Safari West,2.6,Big K–Land Amusement Area,28.4,Point Reyes NS,133.3,Tahoe NF CA,ocean,23.1,177.0,2.0,37.0,33.6,Salt Point SP CA,43.2,False,True,True,2,50.0,1,1,1,1,1,5,50.0,coastal
Rancho Cucamonga,CA,176675,40.1,"Rancho Cucamonga, CA",34.103319,-117.575173,,,105534.0,657400.0,65.9,18.8,77.5,54.2,91.3,44.8,12.22,59.1,3.6,Ontario California,23.4,Orange County Zoo,6.0,Bullwinkle's,97.4,Joshua Tree NP,27.9,Angeles NF CA,none,50.1,1194.0,7.0,47.0,54.4,Mount San Jacinto SP CA,46.5,False,True,True,2,50.0,2,2,2,1,2,9,90.0,plains
Shreveport,LA,176578,107.8,"Shreveport, LA",32.513536,-93.747784,383269.0,,45967.0,168900.0,66.7,19.3,75.2,58.2,90.3,42.6,6.56,29.3,176.2,Little Rock,9.9,Jubilee Zoo,11.2,Splash Kingdom,144.3,Hot Springs NP,94.3,Angelina NF TX,none,187.2,210.0,1.0,12.5,393.8,Lost Maples SP TX,47.7,False,True,True,2,50.0,1,0,1,0,0,2,20.0,lowlands
Garden Grove,CA,172361,18.0,"Garden Grove, CA",33.774629,-117.946372,,,86139.0,702600.0,64.5,18.1,73.5,55.6,80.2,47.5,12.22,59.1,8.2,John Wayne Orange County,5.9,The Reptile Zoo,2.7,Disney California Adventure,106.5,Channel Islands NP,36.3,Angeles NF CA,ocean,21.0,85.0,5.0,42.5,70.9,Torrey Pines SP CA,32.7,False,True,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Oceanside,CA,170941,41.3,"Oceanside, CA",33.19587,-117.379483,,,86701.0,644600.0,62.1,16.7,67.3,56.9,72.2,48.7,12.22,59.1,33.6,San Diego,10.6,Unknown,6.0,LEGOLAND Water Park,97.3,Joshua Tree NP,40.0,Cleveland NF CA,ocean,1.2,75.0,7.0,67.0,20.9,Torrey Pines SP CA,23.5,False,False,False,1,25.0,2,2,2,1,2,9,90.0,coastal
Fort Collins,CO,170924,57.2,"Fort Collins, CO",40.587178,-105.077011,374574.0,,78977.0,497400.0,49.5,9.7,61.7,37.3,85.4,19.3,10.39,49.4,54.8,Denver,6.5,Swetsville Zoo,1.5,Fort Fun,36.1,Rocky Mountain NP,38.5,Arapaho Roosevelt NF CO,none,777.3,5000.0,4.0,59.0,6.5,Lory SP CO,66.1,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Springfield,MO,170596,82.4,"Springfield, MO",37.208173,-93.292271,496975.0,"Springfield, MO MSA",43450.0,146400.0,57.5,14.2,66.6,48.3,85.6,29.1,9.5,44.7,160.1,Tulsa,1.8,Unknown,37.2,Silver Dollar City,185.7,Hot Springs NP,98.5,Ozark NF AR,none,438.0,1322.0,2.0,15.0,364.1,Starved Rock SP IL,56.5,True,True,True,4,100.0,0,0,0,0,0,0,0.0,hills
Murfreesboro,TN,168387,62.9,"Murfreesboro, TN",35.84604,-86.39211,2150553.0,,70451.0,327400.0,61.2,16.2,70.4,51.9,86.8,36.4,8.32,38.5,25.1,Nashville,25.6,Nashville Zoo at Grassmere,79.7,Rocket Garden,93.8,Mammoth Cave NP,163.2,Chattahoochee NF GA,none,395.3,630.0,4.0,24.0,56.6,Fall Creek Falls SP TN,50.4,False,True,True,2,50.0,1,0,0,1,1,3,30.0,hills
Surprise,AZ,167564,110.3,"Surprise, AZ",33.629247,-112.368143,,,87756.0,352600.0,74.3,23.5,86.0,62.6,105.0,44.2,10.1,47.9,24.6,Phoenix Sky Harbor,6.0,Children's Petting Zoo,9.6,Mattel Adventure Park,121.9,Saguaro NP,60.5,Prescott NF AZ,none,287.3,1220.0,2.0,15.0,231.9,Valley of Fire SP NV,60.8,False,True,True,2,50.0,0,1,1,0,0,2,20.0,desert
Lancaster,CA,167426,94.3,"Lancaster, CA",34.698106,-118.136615,,,71367.0,368800.0,64.4,18.0,76.0,52.7,94.7,37.7,7.43,33.8,36.6,Burbank Hollywood,32.6,Wildlife Learning and Conservation Center,28.9,MB2 Entertainment,105.3,Channel Islands NP,28.5,Angeles NF CA,none,52.4,2356.0,2.0,40.0,102.9,Mount San Jacinto SP CA,57.0,False,True,True,2,50.0,2,2,2,1,2,9,90.0,mountains
Denton,TX,165998,96.4,"Denton, TX",33.183879,-97.141342,,,71921.0,296100.0,65.7,18.7,74.6,56.9,90.8,39.6,11.5,55.3,20.4,Dallas/Fort Worth,30.1,Frank Buck Zoo,16.0,LEGOLAND Discovery Center Dallas/Fort Worth,253.1,Hot Springs NP,196.4,Sam Houston NF TX,none,301.6,636.0,0.0,2.0,274.6,Lost Maples SP TX,51.2,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Roseville,CA,163304,44.1,"Roseville, CA",38.752124,-121.288006,2463127.0,,112265.0,596700.0,63.6,17.6,76.2,51.0,96.2,40.0,11.83,57.0,16.8,Sacramento,8.1,Folsom City Zoo Sanctuary,7.7,Scandia Fun Center,99.1,Point Reyes NS,56.8,Tahoe NF CA,none,88.3,177.0,5.0,37.5,78.5,Lake Tahoe NV SP,56.2,False,True,True,2,50.0,0,0,1,0,0,1,10.0,valley
Palmdale,CA,162536,106.1,"Palmdale, CA",34.579313,-118.11711,,,78414.0,397500.0,63.5,17.5,73.7,53.3,91.9,39.7,12.22,59.1,29.5,Burbank Hollywood,27.3,Wildlife Learning and Conservation Center,25.2,MB2 Entertainment,102.9,Channel Islands NP,20.4,Angeles NF CA,ocean,45.5,2657.0,3.0,46.5,97.3,Mount San Jacinto SP CA,52.2,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Corona,CA,161540,39.9,"Corona, CA",33.875295,-117.566444,,,103727.0,624200.0,66.9,19.4,78.8,55.0,91.2,46.2,12.22,59.1,12.6,Ontario California,11.9,Orange County Zoo,6.0,Castle Amusement Park,95.7,Joshua Tree NP,38.4,Angeles NF CA,ocean,43.9,682.0,7.0,52.0,50.1,Mount San Jacinto SP CA,45.0,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Salinas,CA,160783,23.5,"Salinas, CA",36.674412,-121.655037,436251.0,"Salinas, CA MSA",84250.0,573600.0,58.1,14.5,67.7,48.5,72.6,42.2,11.88,57.3,49.8,San Jose,5.8,Monterey Zoo,22.8,Gilroy Gardens,29.2,Pinnacles NP,103.6,Los Padres NF CA,ocean,14.5,62.0,3.0,56.5,18.2,Point Lobos SP CA,30.4,False,False,False,1,25.0,0,0,0,0,0,0,0.0,coastal
Killeen,TX,160616,54.8,"Killeen, TX",31.117144,-97.727796,509487.0,,57086.0,175400.0,68.5,20.3,77.7,59.2,92.8,43.1,6.95,31.3,63.5,Austin-Bergstrom,36.6,Sweet Eats Adventure Farm & Petting Zoo,1.4,Urban Air Trampoline and Adventure Park,282.3,Padre Island NS,135.4,Sam Houston NF TX,none,229.3,827.0,0.0,4.0,143.9,Lost Maples SP TX,49.7,False,True,True,2,50.0,0,0,0,0,1,1,10.0,plains
Paterson,NJ,160463,8.4,"Paterson, NJ",40.916765,-74.171811,,,52092.0,314100.0,54.1,12.3,62.4,45.9,82.9,27.3,11.87,57.2,15.7,Newark Liberty,6.6,Bergen County Zoological Park,9.1,Big Snow American Dream,56.3,Fire Island NS,255.8,Allegheny NF PA,ocean,17.5,92.0,7.0,45.0,19.9,Harriman State Park NY,55.6,True,True,True,4,100.0,2,2,2,2,2,10,100.0,coastal
Alexandria,VA,159102,14.9,"Alexandria, VA",38.80511,-77.047023,,,113179.0,655700.0,58.3,14.6,66.9,49.8,86.2,31.6,11.06,52.9,3.3,Reagan Washington,14.6,Bird Sanctuary,18.1,Montpelier Farms Family Farm Park,79.4,Shenandoah NP,123.7,George Washington NF VA,ocean,30.2,59.0,3.0,39.5,24.3,Patuxent River SP MD,54.6,True,True,True,4,100.0,1,1,1,1,1,5,50.0,coastal
Hollywood,FL,159073,27.3,"Hollywood, FL",26.011201,-80.14949,,,61958.0,345300.0,76.5,24.7,82.0,71.0,86.6,63.6,10.47,49.8,4.2,Fort Lauderdale,11.6,Unknown,12.4,Xtreme Action Park,40.4,Biscayne NP,248.0,Ocala NF FL,ocean,14.9,13.0,4.0,48.0,68.1,Jonathan Dickinson SP FL,23.0,False,True,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Hayward,CA,158440,45.8,"Hayward, CA",37.668821,-122.080796,,,105371.0,775700.0,58.3,14.6,65.7,50.8,72.4,43.4,12.22,59.1,16.7,San Francisco,6.6,Oakland Zoo,6.6,Adventure Landing,51.0,Point Reyes NS,128.7,Eldorado NF CA,ocean,13.4,105.0,5.0,43.5,81.2,Point Lobos SP CA,29.0,False,False,False,1,25.0,1,1,1,1,1,5,50.0,coastal
Charleston,SC,157665,114.8,"Charleston, SC",32.788436,-79.939931,869940.0,,83891.0,438900.0,67.3,19.6,74.7,60.0,86.1,46.3,8.05,37.1,9.6,Charleston SC,3.0,Animal Forest,10.8,Charleston Fun Park,84.8,Congaree NP,31.6,Francis Marion NF SC,ocean,2.5,16.0,2.0,48.0,131.8,Cheraw SP SC,39.8,False,True,False,1,25.0,0,0,0,0,0,0,0.0,coastal
Macon,GA,157056,249.4,"Macon, GA",32.840695,-83.632402,237617.0,"Macon-Bibb County, GA MSA",,,66.1,18.9,75.9,56.3,89.8,42.0,6.52,29.1,71.8,Hartsfield-Jackson Atlanta,43.1,Noah's Ark Animal Sanctuary,20.3,Rigby's Water World,177.5,Congaree NP,135.4,Chattahoochee NF GA,none,177.7,390.0,1.0,12.5,73.8,Stone Mountain SP GA,47.8,False,True,True,2,50.0,1,1,1,0,1,4,40.0,plains
Lakewood,CO,156868,43.5,"Lakewood, CO",39.708574,-105.084669,,,82786.0,494100.0,49.6,9.8,62.7,36.5,85.1,19.3,12.03,58.1,24.1,Denver,7.3,Belleview Children's Farm,5.2,Lakeside Amusement Park,54.1,Rocky Mountain NP,66.5,Arapaho Roosevelt NF CO,none,816.1,5548.0,8.0,56.0,6.2,Red Rocks Park CO,65.8,True,True,True,4,100.0,1,1,1,1,1,5,50.0,mountains
Sunnyvale,CA,156792,22.1,"Sunnyvale, CA",37.36883,-122.036349,1995484.0,,174506.0,1680700.0,61.9,16.6,72.2,51.6,85.1,44.2,13.44,65.5,5.9,San Jose,6.2,Barron Park Donkeys,4.0,California's Great America,65.9,Point Reyes NS,140.6,Eldorado NF CA,ocean,12.8,128.0,4.0,45.0,60.4,Point Lobos SP CA,40.9,False,True,True,2,50.0,1,1,1,1,1,5,50.0,coastal
Kansas City,KS,156752,124.7,"Kansas City, KS",39.113456,-94.626497,,,56120.0,133800.0,56.3,13.5,65.0,47.5,86.5,25.4,10.03,47.5,13.5,Kansas City,3.2,Sea Life Aquarium Kansas City,8.6,Worlds of Fun,241.9,Gateway Arch NP,215.4,Mark Twain NF MO,none,415.9,892.0,0.0,0.0,328.1,Effigy Mounds IA,61.1,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Springfield,MA,154888,31.9,"Springfield, MA",42.101876,-72.588673,464151.0,"Springfield, MA MSA",47677.0,198500.0,51.8,11.0,60.8,42.8,82.7,23.5,9.5,44.7,12.3,Hartford Bradley,2.1,The Zoo in Forest Park & Education Center,4.8,Six Flags Hurricane Harbor New England,105.7,Fire Island NS,332.6,Allegheny NF PA,none,63.2,98.0,3.0,21.5,37.9,Mohawk Trail SP MA,59.2,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
Bellevue,WA,154377,33.5,"Bellevue, WA",47.614422,-122.192337,4145494.0,,149551.0,1139500.0,51.9,11.1,59.2,44.6,74.2,35.0,11.85,57.1,12.6,Seattle-Tacoma,6.8,Cougar Mountain Zoo,10.6,Tukwila Family Fun Center,55.3,Mount Rainier NP,41.8,Mt Baker NF WA,ocean,5.1,141.0,8.0,60.0,57.5,Deception Pass SP WA,39.2,True,False,False,1,25.0,1,1,0,1,1,4,40.0,coastal
Naperville,IL,153124,39.1,"Naperville, IL",41.77287,-88.147928,9408576.0,,143754.0,482600.0,50.7,10.4,59.2,42.2,81.9,20.4,11.94,57.6,18.6,O'Hare Chicago,7.4,Cosley Zoo,12.4,Blackberry Farm,57.2,Indiana Dunes NP,204.2,Huron Manistee NF MI,great_lakes,32.3,689.0,3.0,29.5,54.9,Starved Rock SP IL,61.5,True,True,True,4,100.0,1,2,1,1,1,6,60.0,great_lakes
Joliet,IL,151837,64.5,"Joliet, IL",41.52636,-88.084021,,,84971.0,233800.0,51.4,10.8,59.8,43.0,81.9,21.4,10.47,49.8,24.9,Midway Chicago,18.1,Phillips Park Zoo,1.7,Haunted Trails,54.1,Indiana Dunes NP,215.4,Huron Manistee NF MI,great_lakes,32.5,541.0,3.0,29.5,50.1,Starved Rock SP IL,60.5,True,True,True,4,100.0,1,2,1,1,1,6,60.0,great_lakes
Bridgeport,CT,151599,16.1,"Bridgeport, CT",41.179269,-73.188786,972679.0,,54440.0,227200.0,53.5,11.9,60.5,46.5,80.0,28.4,10.34,49.2,45.3,LaGuardia New York,2.2,Beardsley Zoological Gardens,24.1,Quassy Amusement Park,37.7,Fire Island NS,303.3,Allegheny NF PA,none,53.8,46.0,5.0,34.5,47.5,Harriman State Park NY,51.6,True,True,True,4,100.0,2,2,2,2,2,10,100.0,plains
Mesquite,TX,150140,48.5,"Mesquite, TX",32.76661,-96.599472,,,69649.0,208800.0,66.7,19.3,75.3,58.1,91.1,41.1,9.08,42.5,15.7,Dallas Love Field,9.4,Texas Discovery Gardens,4.1,Celebration Station,238.0,Hot Springs NP,156.4,Sam Houston NF TX,none,259.4,509.0,0.0,2.0,270.7,Lost Maples SP TX,50.0,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Mesquite,TX,150140,48.5,"Mesquite, TX",32.76661,-96.599472,,,,128100.0,66.7,19.3,75.3,58.1,91.1,41.1,9.08,42.5,15.7,Dallas Love Field,9.4,Texas Discovery Gardens,4.1,Celebration Station,238.0,Hot Springs NP,156.4,Sam Houston NF TX,none,259.4,509.0,0.0,2.0,270.7,Lost Maples SP TX,50.0,False,True,True,2,50.0,1,1,1,1,1,5,50.0,plains
Pasadena,TX,149617,43.7,"Pasadena, TX",29.691075,-95.209208,7796182.0,,64698.0,171600.0,70.3,21.3,77.5,63.0,88.8,49.4,9.08,42.5,22.0,George Bush Houston,11.1,Houston Zoo,10.8,Downtown Aquarium,225.6,Padre Island NS,71.6,Sam Houston NF TX,none,79.0,30.0,1.0,12.5,264.0,Lost Maples SP TX,39.4,False,True,False,1,25.0,1,1,1,0,1,4,40.0,plains
Olathe,KS,149035,61.9,"Olathe, KS",38.883886,-94.81887,,,108077.0,317900.0,56.1,13.4,64.7,47.6,85.9,25.8,8.61,40.1,29.1,Kansas City,16.1,KC Ren Faire Petting Zoo,16.0,Kansas City Renaissance Festival,250.9,Gateway Arch NP,215.1,Mark Twain NF MO,none,432.6,1030.0,0.0,0.0,347.0,Effigy Mounds IA,60.1,True,True,True,4,100.0,1,1,0,0,1,3,30.0,plains
Escondido,CA,148847,37.3,"Escondido, CA",33.121675,-117.081485,,,77554.0,616400.0,63.1,17.3,73.4,52.7,82.4,42.9,12.22,59.1,27.5,San Diego,5.3,San Diego Zoo Safari Park,12.2,Boomers,85.6,Joshua Tree NP,25.3,Cleveland NF CA,ocean,19.2,656.0,7.0,59.0,19.9,Torrey Pines SP CA,39.5,False,True,False,1,25.0,0,1,0,0,1,2,20.0,coastal
Savannah,GA,148808,106.8,"Savannah, GA",32.079007,-81.092134,431589.0,"Savannah, GA MSA",54748.0,203300.0,68.4,20.2,76.7,60.1,88.1,46.7,10.59,50.5,7.3,Savannah,0.4,"E. Shaver, Bookseller",8.3,5 Star Family Fun Park,119.6,Congaree NP,112.0,Francis Marion NF SC,none,69.9,56.0,0.0,10.0,181.1,Ichetucknee Springs SP FL,41.4,False,True,True,2,50.0,0,0,0,0,0,0,0.0,lowlands
McAllen,TX,148782,62.3,"McAllen, TX",26.204114,-98.23006,914820.0,,56326.0,158700.0,77.0,25.0,86.0,68.1,95.2,56.0,7.18,32.5,2.0,McAllen,8.8,National Butterfly Center,50.1,Bobz World,77.9,Padre Island NS,351.3,Sam Houston NF TX,none,64.4,128.0,1.0,15.5,250.5,Garner SP TX,39.2,False,True,False,1,25.0,0,0,0,0,0,0,0.0,plains
Gainesville,FL,148720,63.2,"Gainesville, FL",29.651968,-82.324985,359780.0,"Gainesville, FL MSA",43783.0,216600.0,71.3,21.8,80.4,62.3,88.7,50.5,8.06,37.2,69.4,Jacksonville,7.1,Santa Fe Teaching Zoo,6.2,Skate Station,299.5,Congaree NP,39.9,Ocala NF FL,none,60.3,194.0,2.0,25.0,33.3,Ichetucknee Springs SP FL,38.2,False,True,False,1,25.0,0,0,0,0,0,0,0.0,lowlands
Pomona,CA,147966,23.0,"Pomona, CA",34.055381,-117.75175,,,73515.0,524700.0,66.2,19.0,78.0,54.4,90.8,45.9,12.22,59.1,8.6,Ontario California,16.5,Parnell Storybook Zoo,4.8,Bullwinkle's,107.0,Joshua Tree NP,22.1,Angeles NF CA,ocean,39.9,856.0,5.0,43.5,62.9,Mount San Jacinto SP CA,44.9,False,True,True,2,50.0,2,2,2,1,2,9,90.0,coastal
Rockford,IL,147486,64.5,"Rockford, IL",42.271394,-89.093966,337103.0,"Rockford, IL MSA",50744.0,114100.0,49.8,9.9,58.4,41.2,82.3,17.6,7.08,32.0,64.3,O'Hare Chicago,13.6,Summerfield Zoo,3.2,Alpine Hills Adventure Park,113.5,Indiana Dunes NP,217.3,Huron Manistee NF MI,none,68.1,735.0,2.0,17.0,67.2,Starved Rock SP IL,64.7,True,True,True,4,100.0,0,0,0,0,0,0,0.0,plains
