city,state,population,metro_population,median_household_income,median_home_price,lat,lon,avg_temp_f,avg_temp_c,avg_high_f,avg_low_f,avg_summer_high_f,avg_winter_low_f,walkability_score,walkability_score_100,dist_airport_miles,nearest_airport,dist_zoo_miles,nearest_zoo,dist_theme_park_miles,nearest_theme_park,dist_natl_park_miles,nearest_natl_park,dist_natl_forest_miles,nearest_natl_forest,coastline_type,dist_coast_miles,elevation_ft,parks_within_100mi,nature_score,dist_state_park_miles,nearest_state_park,temp_range_f,has_winter,has_summer,has_spring_fall,seasons_count,seasons_score,nfl_teams,mlb_teams,nba_teams,nhl_teams,mls_teams,total_pro_teams,sports_score,environment_type
Baldwin Park,CA,72176,12927614.0,76002.0,553400.0,34.0854739,-117.9611761,65.6,18.7,77.6,53.6,90.3,43.8,12.22,59.1,20.7,Ontario California,19.9,LA Zoo CA,16.8,Knott's Berry Farm CA,104.4,Channel Islands NP,15.0,Angeles NF CA,ocean,31.5,381.0,5.0,39.5,75.1,Mount San Jacinto SP CA,46.5,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Tamarac,FL,71897,6457988.0,59140.0,236500.0,26.2128609,-80.2497707,76.0,24.4,83.2,68.8,87.7,61.1,10.47,49.8,11.4,Fort Lauderdale,42.9,Zoo Miami FL,151.7,LEGOLAND Florida FL,51.5,Biscayne NP,232.8,Ocala NF FL,ocean,29.9,20.0,4.0,34.0,55.0,Jonathan Dickinson SP FL,26.6,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Harlingen,TX,71829,431874.0,50367.0,111600.0,26.1907543,-97.6960599,76.4,24.7,84.4,68.4,93.2,56.9,6.99,31.5,33.7,McAllen,230.2,San Antonio Zoo TX,233.1,SeaWorld San Antonio TX,61.2,Padre Island NS,338.0,Sam Houston NF TX,ocean,31.4,43.0,1.0,20.5,264.8,Garner SP TX,36.3,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Camden,NJ,71791,6330422.0,36258.0,95700.0,39.9448402,-75.1198911,56.7,13.7,65.1,48.3,85.1,29.6,12.33,59.6,8.2,Philadelphia,4.5,Philadelphia Zoo PA,38.4,Six Flags Great Adventure NJ,113.7,Fire Island NS,233.4,Allegheny NF PA,none,54.3,39.0,5.0,24.5,73.1,Delaware Water Gap NRA,55.5,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Bayonne,NJ,71686,19940274.0,80044.0,413100.0,40.6687141,-74.1143091,55.3,12.9,61.7,48.9,81.0,30.6,11.87,57.2,3.5,Newark Liberty,10.1,Central Park Zoo NY,31.3,Rye Playland NY,50.0,Fire Island NS,262.8,Allegheny NF PA,ocean,6.4,46.0,7.0,40.0,36.7,Harriman State Park NY,50.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Rocklin,CA,71601,2463127.0,116006.0,637200.0,38.7907339,-121.2357828,63.5,17.5,75.2,51.7,95.3,40.5,12.22,59.1,20.3,Sacramento,21.5,Sacramento Zoo CA,70.4,Six Flags Discovery Kingdom CA,102.8,Point Reyes NS,52.9,Tahoe NF CA,none,92.1,253.0,4.0,30.0,75.1,Lake Tahoe NV SP,54.8,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,valley
Redondo Beach,CA,71576,12927614.0,134033.0,1192300.0,33.8398289,-118.3845942,62.7,17.0,70.1,55.2,75.4,47.1,12.22,59.1,7.2,Los Angeles,21.9,LA Zoo CA,20.6,Universal Studios Hollywood CA,80.9,Channel Islands NP,38.6,Angeles NF CA,ocean,10.8,89.0,5.0,51.5,90.2,Torrey Pines SP CA,28.3,False,False,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Waukesha,WI,71158,1574452.0,77558.0,267200.0,43.0115598,-88.2316352,48.6,9.2,56.7,40.5,80.4,17.7,11.75,56.6,17.6,Milwaukee Mitchell,10.1,Milwaukee County Zoo WI,46.8,Six Flags Great America IL,111.5,Indiana Dunes NP,153.3,Huron Manistee NF MI,great_lakes,16.8,827.0,1.0,25.5,78.8,Devil's Lake SP WI,62.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Dothan,AL,71072,154766.0,53704.0,175900.0,31.2237285,-85.3934375,68.6,20.3,77.4,59.8,89.3,46.2,5.92,25.9,175.8,Hartsfield-Jackson Atlanta,96.1,Montgomery Zoo AL,182.2,Six Flags Over Georgia GA,321.8,Great Smoky Mountains NP,78.9,Apalachicola NF FL,none,106.4,348.0,1.0,10.5,149.1,Gulf State Park AL,43.1,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Johnson City,TN,71046,214948.0,53173.0,215500.0,36.3167671,-82.352903,58.3,14.6,67.6,49.0,83.2,34.0,5.98,26.2,98.2,Knoxville,90.5,Zoo Knoxville TN,75.0,Dollywood TN,80.1,Great Smoky Mountains NP,11.7,Cherokee NF TN,none,279.8,1627.0,3.0,44.5,113.3,Cumberland Falls SP KY,49.2,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
Wilmington,DE,70898,6330422.0,54731.0,203600.0,39.7459468,-75.546589,56.7,13.7,64.7,48.7,84.4,30.2,12.25,59.2,18.3,Philadelphia,24.4,Philadelphia Zoo PA,56.0,Dorney Park PA,117.0,Assateague Island NS,219.2,George Washington NF VA,none,59.5,108.0,5.0,24.5,69.5,Cape Henlopen SP DE,54.2,True,True,True,4.0,100.0,0,0,0,1,0,1,10.0,plains
Canton,OH,70872,400551.0,37627.0,86200.0,40.7985464,-81.3749508,52.7,11.5,61.3,44.1,81.5,25.2,7.42,33.8,49.0,Cleveland Hopkins,48.0,Cleveland Metroparks Zoo OH,83.1,Cedar Point OH,34.8,Cuyahoga Valley NP,103.6,Wayne NF OH,none,62.9,1066.0,2.0,33.0,62.0,McConnells Mill SP PA,56.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
Lafayette,IN,70783,229701.0,50674.0,145200.0,40.4191229,-86.8919011,53.8,12.1,62.2,45.3,83.4,25.0,7.67,35.1,57.9,Indianapolis,58.5,Indianapolis Zoo IN,12.0,Indiana Beach IN,85.6,Indiana Dunes NP,148.5,Hoosier NF IN,none,93.9,568.0,2.0,22.0,82.2,Indiana Dunes SP IN,58.4,True,True,True,4.0,100.0,1,0,1,0,0,2,20.0,plains
Camarillo,CA,70741,835427.0,105141.0,713900.0,34.2176371,-119.0383541,64.2,17.9,76.0,52.4,83.6,45.5,10.72,51.2,38.9,Burbank Hollywood,38.9,Santa Barbara Zoo CA,29.0,Six Flags Magic Mountain CA,44.8,Channel Islands NP,59.7,Angeles NF CA,ocean,34.3,174.0,2.0,39.0,135.3,Torrey Pines SP CA,38.1,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Greenville,SC,70720,996680.0,65519.0,403300.0,34.851354,-82.3984882,61.8,16.5,70.6,52.9,86.1,37.4,7.53,34.4,10.7,Greenville-Spartanburg,2.3,Greenville Zoo SC,84.6,Carowinds NC,81.0,Great Smoky Mountains NP,33.2,Sumter NF SC,none,201.6,984.0,6.0,39.0,126.0,Stone Mountain SP GA,48.7,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Marysville,WA,70714,4145494.0,98288.0,456600.0,48.0517429,-122.1768209,51.1,10.6,57.7,44.4,71.5,34.8,10.5,50.0,42.0,Seattle-Tacoma,27.7,Woodland Park Zoo WA,51.2,Wild Waves WA,64.1,North Cascades NP,31.6,Mt Baker NF WA,ocean,23.0,30.0,8.0,54.0,31.0,Deception Pass SP WA,36.7,True,False,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Waterford,MI,70565,4400578.0,,,42.7022527,-83.402718,49.6,9.8,57.3,41.8,80.0,21.4,7.96,36.6,33.6,Detroit Metro,20.0,Detroit Zoo MI,92.0,Cedar Point OH,136.2,Cuyahoga Valley NP,138.5,Huron Manistee NF MI,none,54.9,968.0,0.0,11.0,172.3,Presque Isle SP PA,58.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Passaic,NJ,70537,19940274.0,57832.0,379800.0,40.8566936,-74.1286298,54.1,12.3,62.4,45.9,82.9,27.3,11.87,57.2,11.8,Newark Liberty,10.3,Central Park Zoo NY,25.1,Rye Playland NY,52.9,Fire Island NS,258.9,Allegheny NF PA,ocean,12.7,118.0,7.0,45.0,23.7,Harriman State Park NY,55.6,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Decatur,IL,70522,100737.0,49039.0,96800.0,39.8454163,-88.9524151,54.2,12.4,62.5,46.0,83.2,24.5,6.17,27.2,107.2,St. Louis Lambert,110.1,St. Louis Zoo MO,125.7,Indiana Beach IN,107.1,Gateway Arch NP,162.0,Shawnee NF IL,none,148.9,696.0,0.0,9.0,100.4,Starved Rock SP IL,58.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
St Charles,MO,70493,2811927.0,,,38.783855,-90.481677,56.8,13.8,65.4,48.2,85.2,27.1,8.58,39.9,6.5,St. Louis Lambert,14.6,St. Louis Zoo MO,21.8,Six Flags St. Louis MO,19.4,Gateway Arch NP,122.6,Mark Twain NF MO,none,255.6,535.0,1.0,22.5,190.5,Starved Rock SP IL,58.1,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
Lake Elsinore,CA,70265,4744214.0,89788.0,466000.0,33.6680772,-117.3272615,68.1,20.1,80.4,55.9,96.7,45.0,12.22,59.1,31.0,Ontario California,43.7,San Diego Safari Park CA,35.5,Disneyland CA,83.3,Joshua Tree NP,44.2,Cleveland NF CA,ocean,32.5,1296.0,7.0,52.0,37.2,Mount San Jacinto SP CA,51.7,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Maple Grove,MN,70253,3757952.0,127001.0,379800.0,45.0984983,-93.4419222,45.7,7.6,54.2,37.1,81.3,9.1,9.18,43.1,18.3,Minneapolis-Saint Paul,16.3,Como Zoo MN,26.0,Valleyfair MN,235.7,Voyageurs NP,147.6,Chippewa NF MN,none,134.1,928.0,0.0,2.0,167.9,Itasca SP MN,72.2,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Blaine,MN,70222,3757952.0,100659.0,303800.0,45.1607987,-93.2349489,45.9,7.7,54.5,37.4,81.8,9.1,9.18,43.1,19.1,Minneapolis-Saint Paul,13.0,Como Zoo MN,32.4,Valleyfair MN,230.4,Voyageurs NP,145.5,Chippewa NF MN,none,125.7,902.0,0.0,2.0,160.5,Lake of the Falls WI,72.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Union City,CA,70143,4648486.0,138013.0,1006600.0,37.5872576,-122.0215737,59.2,15.1,67.3,51.1,75.4,43.9,5.2,22.1,16.3,San Jose,14.6,Oakland Zoo CA,13.4,California's Great America CA,56.8,Point Reyes NS,129.7,Eldorado NF CA,ocean,11.5,43.0,5.0,43.5,75.3,Point Lobos SP CA,31.5,False,False,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Walnut Creek,CA,70127,4648486.0,129971.0,972800.0,37.9020731,-122.0618702,61.6,16.5,72.3,51.0,84.3,43.5,12.22,59.1,26.0,San Francisco,11.7,Oakland Zoo CA,18.8,Six Flags Discovery Kingdom CA,45.8,Point Reyes NS,118.6,Eldorado NF CA,ocean,19.8,138.0,3.0,48.5,82.8,Salt Point SP CA,40.8,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Yuba City,CA,70117,186014.0,70412.0,378900.0,39.1404477,-121.6169108,64.9,18.3,77.5,52.3,98.4,40.9,10.27,48.8,30.7,Sacramento,41.4,Sacramento Zoo CA,76.7,Six Flags Discovery Kingdom CA,94.2,Lassen Volcanic NP,60.9,Tahoe NF CA,none,98.0,59.0,6.0,39.0,92.3,Lake Tahoe NV SP,57.5,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,valley
North Richland Hills,TX,69917,8344032.0,88656.0,301200.0,32.8342952,-97.2289029,66.4,19.1,75.6,57.3,91.7,40.2,10.46,49.8,11.9,Dallas/Fort Worth,9.8,Fort Worth Zoo TX,10.6,Six Flags Over Texas TX,267.8,Hot Springs NP,178.8,Sam Houston NF TX,none,287.1,614.0,0.0,2.0,251.7,Lost Maples SP TX,51.5,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Rogers,AR,69908,605615.0,78075.0,248900.0,36.334857,-94.1193816,59.4,15.2,68.1,50.7,86.1,32.2,7.09,32.1,99.2,Tulsa,77.7,Dickerson Park Zoo MO,49.2,Silver Dollar City MO,139.0,Hot Springs NP,72.7,Ozark NF AR,none,450.5,1362.0,1.0,13.5,437.9,Palo Duro Canyon SP TX,53.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,hills
Eastvale,CA,69757,4744214.0,151615.0,676500.0,33.9747067,-117.566541,67.5,19.7,80.4,54.5,93.6,45.3,12.22,59.1,5.9,Ontario California,43.7,LA Zoo CA,23.2,Disneyland CA,95.9,Joshua Tree NP,33.5,Angeles NF CA,ocean,46.2,656.0,7.0,52.0,51.2,Mount San Jacinto SP CA,48.3,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,coastal
Gaithersburg,MD,69657,6436489.0,104544.0,472800.0,39.1399187,-77.1929215,57.0,13.9,65.5,48.5,85.6,30.5,10.48,49.9,19.2,Dulles Washington,16.4,Smithsonian National Zoo DC,84.2,Hersheypark PA,82.0,Shenandoah NP,122.0,George Washington NF VA,ocean,38.8,512.0,3.0,40.5,21.3,Patuxent River SP MD,55.1,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Albany,GA,69647,145451.0,43724.0,111200.0,31.5782062,-84.1556809,68.6,20.3,78.1,59.0,90.6,45.2,9.64,45.5,143.0,Hartsfield-Jackson Atlanta,136.7,Montgomery Zoo AL,152.8,Six Flags Over Georgia GA,248.9,Congaree NP,102.4,Apalachicola NF FL,none,141.1,210.0,0.0,4.0,141.0,Ichetucknee Springs SP FL,45.4,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,lowlands
East Orange,NJ,69612,19940274.0,58659.0,282900.0,40.7642404,-74.215011,54.6,12.6,62.5,46.7,82.5,28.2,11.87,57.2,5.6,Newark Liberty,12.8,Central Park Zoo NY,31.8,Rye Playland NY,55.9,Fire Island NS,256.0,Allegheny NF PA,ocean,12.1,184.0,7.0,40.0,30.7,Harriman State Park NY,54.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Noblesville,IN,69604,2174833.0,99458.0,295700.0,40.0460881,-86.0139854,53.8,12.1,62.2,45.3,82.8,25.4,7.81,35.8,27.1,Indianapolis,21.2,Indianapolis Zoo IN,53.7,Indiana Beach IN,123.5,Indiana Dunes NP,122.2,Hoosier NF IN,none,138.1,778.0,0.0,9.0,121.4,Indiana Dunes SP IN,57.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Lakeville,MN,69490,3757952.0,129069.0,395900.0,44.650051,-93.2432791,45.9,7.7,54.5,37.4,80.9,9.6,9.18,43.1,16.2,Minneapolis-Saint Paul,8.8,Minnesota Zoo MN,12.3,Valleyfair MN,265.6,Voyageurs NP,177.1,Nicolet NF WI,none,158.4,974.0,0.0,4.0,147.9,Effigy Mounds IA,71.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Eau Claire,WI,69421,176153.0,63882.0,209200.0,44.811349,-91.4984941,45.8,7.7,54.5,37.1,80.0,10.5,7.2,32.6,84.8,Minneapolis-Saint Paul,82.0,Como Zoo MN,97.2,Valleyfair MN,254.4,Isle Royale NP,100.0,Nicolet NF WI,none,140.4,810.0,1.0,5.5,101.4,Lake of the Falls WI,69.5,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Gary,IN,69093,9408576.0,36874.0,81800.0,41.6020962,-87.3370646,51.6,10.9,58.9,44.3,79.9,24.0,7.81,35.8,25.0,Midway Chicago,26.8,Lincoln Park Zoo IL,61.3,Six Flags Great America IL,15.1,Indiana Dunes NP,190.0,Huron Manistee NF MI,great_lakes,10.8,600.0,3.0,50.5,12.3,Indiana Dunes SP IN,55.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
St Cloud,MN,68881,205878.0,,,45.574643,-94.1205808,44.3,6.8,53.3,35.3,81.6,6.6,9.18,43.1,64.7,Minneapolis-Saint Paul,62.5,Como Zoo MN,66.9,Valleyfair MN,210.0,Voyageurs NP,112.4,Chippewa NF MN,none,128.7,1053.0,0.0,4.0,123.5,Itasca SP MN,75.0,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Tulare,CA,68875,483546.0,65933.0,286200.0,36.2077351,-119.3473421,67.0,19.4,80.8,53.1,102.6,38.4,12.22,59.1,44.3,Fresno Yosemite,44.6,Fresno Chaffee Zoo CA,130.0,Six Flags Magic Mountain CA,47.6,Sequoia NP,68.5,Sierra NF CA,none,103.5,282.0,4.0,43.0,137.1,Big Sur CA,64.2,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,valley
Eagan,MN,68855,3757952.0,104101.0,362200.0,44.818173,-93.1659179,46.4,8.0,55.0,37.9,81.8,10.0,9.18,43.1,5.4,Minneapolis-Saint Paul,3.4,Minnesota Zoo MN,16.3,Valleyfair MN,253.7,Voyageurs NP,168.5,Nicolet NF WI,none,146.2,899.0,0.0,2.0,153.9,Effigy Mounds IA,71.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
West Des Moines,IA,68723,753913.0,82345.0,266700.0,41.5644476,-93.7594059,51.3,10.7,59.9,42.8,84.1,17.0,10.35,49.2,5.4,Des Moines,4.8,Des Moines Blank Park Zoo IA,13.6,Adventureland IA,277.5,Gateway Arch NP,324.4,Mark Twain NF MO,none,313.3,906.0,0.0,0.0,168.5,Effigy Mounds IA,67.1,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Union City,NJ,68589,19940274.0,59967.0,448000.0,40.7795455,-74.0237512,54.8,12.7,62.2,47.4,82.2,28.8,5.2,22.1,7.9,LaGuardia New York,2.8,Central Park Zoo NY,22.7,Rye Playland NY,46.2,Fire Island NS,265.5,Allegheny NF PA,ocean,5.6,184.0,7.0,53.0,29.3,Harriman State Park NY,53.4,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Palo Alto,CA,68572,1995484.0,214118.0,2000001.0,37.4443293,-122.1598465,61.6,16.4,71.2,51.9,82.7,45.4,12.22,59.1,13.9,San Jose,21.7,Oakland Zoo CA,10.6,California's Great America CA,57.4,Point Reyes NS,141.9,Eldorado NF CA,ocean,4.4,66.0,4.0,50.0,66.7,Point Lobos SP CA,37.3,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Portland,ME,68408,571534.0,71498.0,411600.0,43.6573605,-70.2586618,48.4,9.1,55.7,41.1,76.0,20.8,11.86,57.2,96.9,Logan Boston,102.6,Franklin Park Zoo MA,163.5,Six Flags New England MA,109.6,Acadia NP,467.4,Allegheny NF PA,none,101.0,89.0,1.0,14.5,69.1,White Mountain NF NH,55.2,True,False,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Franklin,NJ,68364,19940274.0,87558.0,221900.0,41.1220409,-74.5804378,52.5,11.4,60.6,44.4,81.1,25.8,8.32,38.5,36.6,Newark Liberty,40.1,Central Park Zoo NY,48.2,Rye Playland NY,81.5,Fire Island NS,232.1,Allegheny NF PA,ocean,42.1,607.0,8.0,40.0,23.5,Delaware Water Gap NRA,55.3,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Yorba Linda,CA,68336,12927614.0,148325.0,991400.0,33.8901096,-117.8249705,66.4,19.1,77.0,55.9,87.0,47.8,12.22,59.1,15.0,John Wayne Orange County,32.6,LA Zoo CA,7.6,Disneyland CA,110.6,Joshua Tree NP,30.0,Angeles NF CA,ocean,30.3,348.0,6.0,44.0,65.0,Mount San Jacinto SP CA,39.2,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Jackson,TN,68205,183680.0,48058.0,169300.0,35.6144446,-88.8177418,62.1,16.7,71.0,53.1,87.6,36.5,6.86,30.8,76.4,Memphis,75.9,Memphis Zoo TN,201.6,Holiday World IN,186.2,Mammoth Cave NP,130.0,Shawnee NF IL,none,359.4,417.0,0.0,6.0,186.8,Mammoth Cave Area KY,51.1,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Weston,FL,68107,6457988.0,132832.0,612800.0,26.1003392,-80.399513,76.9,24.9,84.3,69.4,88.9,61.9,6.57,29.3,15.5,Fort Lauderdale,34.0,Zoo Miami FL,153.1,LEGOLAND Florida FL,42.6,Biscayne NP,236.4,Ocala NF FL,ocean,27.8,13.0,4.0,42.0,63.7,Fakahatchee Strand SP FL,27.0,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Palatine,IL,67908,9408576.0,93383.0,337200.0,42.1105502,-88.0434304,50.3,10.1,58.5,42.0,81.3,20.1,10.47,49.8,11.7,O'Hare Chicago,21.9,Brookfield Zoo IL,18.7,Six Flags Great America IL,60.1,Indiana Dunes NP,183.3,Huron Manistee NF MI,great_lakes,24.1,748.0,3.0,31.5,60.1,Indiana Dunes SP IN,61.2,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Ankeny,IA,67887,753913.0,101151.0,281700.0,41.7320796,-93.605092,51.0,10.6,59.6,42.4,83.9,16.1,8.1,37.4,14.0,Des Moines,13.1,Des Moines Blank Park Zoo IA,4.6,Adventureland IA,280.5,Gateway Arch NP,332.3,Mark Twain NF MO,none,302.9,988.0,0.0,0.0,155.1,Effigy Mounds IA,67.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Skokie,IL,67824,9408576.0,91892.0,362500.0,42.0262972,-87.7521069,50.8,10.4,58.6,43.0,80.6,21.9,10.47,49.8,8.8,O'Hare Chicago,9.5,Lincoln Park Zoo IL,25.5,Six Flags Great America IL,44.3,Indiana Dunes NP,177.7,Huron Manistee NF MI,great_lakes,8.0,630.0,3.0,45.5,44.7,Indiana Dunes SP IN,58.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,great_lakes
Haverhill,MA,67787,5025517.0,81989.0,400900.0,42.7777829,-71.0767724,50.8,10.4,59.2,42.4,80.7,22.9,11.63,55.9,28.7,Logan Boston,32.8,Franklin Park Zoo MA,93.5,Six Flags New England MA,84.0,Cape Cod NS,414.6,Allegheny NF PA,ocean,33.2,108.0,3.0,25.5,93.6,Mohawk Trail SP MA,57.8,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
San Marcos,TX,67553,2550637.0,47394.0,248300.0,29.8826436,-97.9405828,69.5,20.8,78.5,60.5,91.9,45.9,9.08,42.5,27.2,Austin-Bergstrom,43.3,San Antonio Zoo TX,44.8,Six Flags Fiesta Texas TX,199.5,Padre Island NS,156.4,Sam Houston NF TX,none,147.1,633.0,1.0,10.5,99.8,Lost Maples SP TX,46.0,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,plains
Sammamish,WA,67455,4145494.0,215047.0,1139100.0,47.6017554,-122.0416844,51.2,10.7,59.1,43.4,73.9,34.2,10.5,50.0,16.3,Seattle-Tacoma,15.2,Woodland Park Zoo WA,22.9,Wild Waves WA,52.0,Mount Rainier NP,37.3,Mt Baker NF WA,ocean,12.1,440.0,8.0,60.0,60.9,Deception Pass SP WA,39.7,True,False,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Waterloo,IA,67314,170081.0,54104.0,142000.0,42.498275,-92.3328743,49.2,9.6,57.6,40.8,81.8,14.9,7.52,34.3,95.5,Des Moines,95.1,Des Moines Blank Park Zoo IA,84.1,Adventureland IA,277.7,Indiana Dunes NP,255.7,Nicolet NF WI,none,228.1,856.0,1.0,6.5,71.0,Effigy Mounds IA,66.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Shawnee,KS,67311,2253579.0,100649.0,306800.0,39.0229714,-94.7145415,56.4,13.6,65.1,47.8,86.6,25.7,6.91,31.1,18.9,Kansas City,10.2,Kansas City Zoo MO,15.9,Worlds of Fun MO,245.9,Gateway Arch NP,215.6,Mark Twain NF MO,none,423.0,1010.0,0.0,0.0,335.9,Effigy Mounds IA,60.9,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Lynwood,CA,67265,12927614.0,67350.0,540100.0,33.924831,-118.2024154,65.8,18.8,76.5,55.0,85.0,45.5,12.22,59.1,7.9,Long Beach,16.5,LA Zoo CA,13.0,Knott's Berry Farm CA,90.7,Channel Islands NP,28.3,Angeles NF CA,ocean,16.5,92.0,6.0,53.0,86.8,Mount San Jacinto SP CA,39.5,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
Georgetown,TX,67176,2550637.0,87465.0,361700.0,30.6370152,-97.6775634,69.0,20.6,78.1,59.8,92.4,44.3,9.6,45.3,30.3,Austin-Bergstrom,12.8,Sweet Eats Adventure Farm & Petting Zoo,12.0,Austin’s Park,249.1,Padre Island NS,129.7,Sam Houston NF TX,none,196.1,764.0,0.0,4.0,128.6,Lost Maples SP TX,48.1,False,True,True,2.0,50.0,0,0,0,0,1,1,10.0,plains
Rockville,MD,67117,6436489.0,122470.0,623800.0,39.0817985,-77.1516844,57.5,14.2,66.0,49.0,86.0,31.0,10.48,49.9,17.0,Reagan Washington,11.8,Smithsonian National Zoo DC,87.3,Hersheypark PA,81.8,Shenandoah NP,122.7,George Washington NF VA,ocean,37.3,446.0,3.0,39.5,18.9,Patuxent River SP MD,55.0,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Middletown,NJ,67106,19940274.0,,,40.9159321,-74.51349,52.7,11.5,60.5,44.9,81.0,26.3,9.15,42.9,23.7,Newark Liberty,30.2,Central Park Zoo NY,43.9,Rye Playland NY,73.4,Fire Island NS,238.3,Allegheny NF PA,ocean,30.8,830.0,8.0,40.0,26.1,Delaware Water Gap NRA,54.7,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Schenectady,NY,67047,913485.0,54650.0,140000.0,42.8142432,-73.9395687,50.2,10.1,59.1,41.2,81.5,21.0,10.13,48.1,8.4,Albany,67.9,Utica Zoo NY,86.4,Six Flags New England MA,155.8,Fire Island NS,272.8,Allegheny NF PA,none,137.8,246.0,4.0,15.0,54.9,Mohawk Trail SP MA,60.5,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,plains
Old Bridge,NJ,66876,19940274.0,104712.0,440400.0,40.3913195,-74.3328038,55.7,13.2,63.7,47.7,83.6,29.6,11.87,57.2,22.2,Newark Liberty,32.2,Central Park Zoo NY,18.4,Six Flags Great Adventure NJ,63.7,Fire Island NS,257.8,Allegheny NF PA,ocean,27.6,66.0,6.0,33.0,54.7,Delaware Water Gap NRA,54.0,True,True,True,4.0,100.0,0,0,0,0,0,0,0.0,coastal
Davis,CA,66850,2463127.0,83592.0,803100.0,38.5435526,-121.739005,63.6,17.6,76.4,50.8,93.7,41.4,12.22,59.1,13.2,Sacramento,13.6,Sacramento Zoo CA,38.8,Six Flags Discovery Kingdom CA,70.7,Point Reyes NS,84.7,Tahoe NF CA,none,60.7,59.0,4.0,39.0,84.6,Salt Point SP CA,52.3,False,True,True,2.0,50.0,0,0,0,0,0,0,0.0,valley
Delray Beach,FL,66846,6457988.0,76558.0,352400.0,26.4614625,-80.0728201,76.2,24.6,81.7,70.7,86.4,63.3,10.47,49.8,15.3,Palm Beach,62.4,Zoo Miami FL,145.4,LEGOLAND Florida FL,71.0,Biscayne NP,222.2,Ocala NF FL,ocean,17.0,26.0,4.0,40.0,37.1,Jonathan Dickinson SP FL,23.1,False,True,False,1.0,25.0,0,0,0,0,0,0,0.0,coastal
